Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
56395,8,15,3,2,C,C,Y,B,A,D,8,B,B,20,1,A,E,N,26,14,N,8,B,2,40,1,6,6,Y,N,C,4,1
56397,1,6,18,1,B,A,Y,B,B,D,12,B,A,5,3,A,B,N,68,9,Y,4,A,2,31,1,9,5,Y,N,E,2,1
56399,4,7,15,3,N,B,N,B,B,D,12,L,B,15,3,A,H,N,76,9,N,11,A,2,40,1,1,6,N,N,E,2,2
56400,1,12,23,4,E,K,Y,D,B,E,12,J,B,10,1,H,K,N,54,20,N,12,C,1,34,1,19,4,Y,N,E,1,1
56401,1,18,6,4,N,A,Y,B,B,D,3,B,B,5,3,A,B,N,46,7,Y,5,B,2,31,1,18,6,Y,N,C,2,1
56404,1,7,15,5,S,I,N,B,B,E,8,H,B,10,1,A,R,Y,91,7,Y,21,A,2,28,1,13,4,Y,Y,E,2,10
56405,3,9,20,4,B,C,N,B,B,D,12,L,B,15,3,A,B,N,37,15,N,10,A,2,31,1,17,4,Y,N,E,4,4
56406,9,16,7,4,W,C,N,B,B,D,3,L,C,10,1,A,I,Y,67,11,Y,8,C,1,25,1,9,3,Y,Y,E,1,1
56409,1,19,12,3,N,A,N,B,B,D,12,B,B,5,1,A,B,N,26,8,N,14,A,1,34,1,18,1,Y,N,E,2,3
56412,3,7,18,4,N,K,Y,B,C,E,3,J,B,10,2,A,K,N,85,6,N,20,A,2,25,1,8,7,Y,N,C,2,12
56413,2,7,14,2,B,I,Y,D,B,F,3,J,B,15,1,C,R,Y,71,9,N,12,A,2,34,1,18,3,Y,Y,E,2,3
56417,5,13,5,3,N,K,N,B,B,E,3,H,B,10,1,A,R,Y,87,10,Y,13,C,3,22,2,1,7,Y,Y,E,6,6
56418,1,11,19,3,B,I,N,B,B,E,3,H,B,20,1,A,R,Y,61,31,N,17,A,4,37,1,16,3,Y,N,E,4,3
56419,1,7,6,4,N,A,N,B,B,D,12,L,B,20,3,C,I,N,79,8,N,13,A,2,34,1,8,3,Y,N,E,2,1
56420,5,2,16,3,C,A,Y,B,B,D,8,F,B,20,1,A,B,N,48,10,N,10,A,1,34,1,22,1,Y,N,E,3,3
56425,5,15,21,1,W,I,Y,B,B,E,8,J,B,20,1,A,R,N,50,12,Y,13,A,1,25,1,8,3,Y,N,D,1,1
56427,4,11,23,1,N,C,N,B,B,D,12,L,B,20,1,A,D,N,50,25,Y,14,A,4,22,1,21,4,N,N,A,4,4
56429,1,9,6,3,N,K,Y,B,B,E,8,J,B,15,1,A,R,Y,55,9,N,11,A,2,25,1,12,3,N,N,A,2,3
56430,17,7,17,4,B,I,Y,B,B,E,12,J,B,20,1,A,Q,N,29,8,Y,6,A,2,28,1,17,6,N,N,A,6,4
56431,8,2,14,4,N,A,N,B,C,B,8,A,B,15,0,F,I,N,47,10,Y,7,B,2,31,1,22,3,Y,N,E,2,1
56432,1,18,10,7,N,A,Y,B,B,D,12,B,B,10,1,A,I,N,52,6,N,5,B,1,25,1,12,3,Y,N,C,1,1
56434,4,13,15,5,N,H,Y,B,B,E,12,H,B,20,1,A,R,Y,75,10,N,5,B,2,40,1,8,5,Y,Y,E,4,1
56435,3,6,20,4,N,B,Y,B,B,D,2,L,B,20,1,A,E,N,89,7,N,8,A,2,31,1,1,4,Y,N,C,2,1
56436,1,7,6,4,E,A,Y,B,B,D,8,B,B,10,3,A,B,N,73,9,Y,8,B,1,28,1,4,2,N,N,E,1,1
56437,4,19,7,3,E,K,Y,B,B,E,12,H,A,20,3,A,K,N,25,26,N,12,A,1,25,1,13,6,N,N,A,1,6
56438,20,18,10,7,N,K,Y,B,B,F,2,H,B,10,1,C,R,N,44,14,N,15,A,1,28,1,16,6,Y,N,E,1,3
56439,13,7,15,6,N,K,Y,B,B,E,7,H,B,10,1,A,R,Y,90,12,N,21,A,1,37,2,15,3,Y,Y,E,1,11
56441,7,2,5,4,C,A,N,B,B,D,3,B,B,20,1,N,B,Y,58,10,N,6,C,3,40,1,19,4,Y,Y,E,3,1
56442,5,14,20,5,N,K,N,D,B,E,2,J,B,10,1,A,K,N,84,24,N,13,A,4,37,1,25,7,Y,N,E,4,6
56443,7,11,1,1,W,K,N,B,D,E,12,M,C,15,1,A,N,Y,87,7,N,12,C,2,28,2,16,6,Y,Y,E,2,1
56444,18,2,19,4,N,K,N,B,C,F,7,J,C,20,1,A,K,Y,92,10,Y,12,C,2,37,1,17,7,Y,Y,E,2,1
56445,7,6,12,2,B,K,N,B,B,E,7,H,B,10,1,A,J,N,99,7,Y,5,A,2,31,1,23,5,Y,N,E,2,1
56446,2,8,11,8,N,K,N,B,B,E,8,H,B,10,3,A,M,N,89,12,N,10,A,3,37,1,19,4,Y,N,C,3,4
56447,1,5,6,4,N,K,N,B,B,E,8,J,B,15,3,A,K,N,9,7,N,8,A,2,37,1,14,5,Y,N,E,2,4
56450,5,7,20,5,N,A,N,B,B,D,12,B,B,10,1,A,D,N,81,12,N,2,B,1,40,1,1,7,Y,N,E,1,1
56452,1,14,8,1,B,A,N,B,B,D,12,A,B,10,2,H,D,Y,80,10,N,5,A,2,22,1,12,1,Y,Y,C,2,3
56455,7,1,11,3,C,A,Y,B,B,D,3,B,B,10,2,N,C,Y,44,12,Y,5,B,2,40,1,22,4,Y,N,E,3,6
56457,14,7,6,4,N,K,Y,B,B,E,8,H,B,20,1,A,K,N,79,8,N,18,A,2,31,1,5,7,N,N,A,2,4
56460,2,7,8,5,B,A,Y,B,B,B,8,B,B,10,3,A,B,N,58,12,Y,15,A,1,31,1,16,5,N,N,A,1,6
56462,1,9,5,3,N,H,N,B,B,D,3,B,D,10,3,A,B,N,90,12,Y,7,B,1,40,1,15,4,Y,N,E,3,1
56463,5,5,12,4,G,K,Y,B,B,E,2,H,B,20,1,C,R,N,92,8,Y,10,A,1,22,1,13,3,Y,N,E,1,9
56466,7,7,16,6,B,I,N,B,B,E,12,H,B,20,1,A,K,N,74,7,N,16,A,2,31,1,8,2,N,N,A,2,11
56468,7,6,14,5,B,A,N,B,B,D,8,B,B,10,1,A,B,Y,84,8,N,8,A,2,40,1,2,3,Y,Y,E,2,2
56469,1,13,16,4,W,I,N,B,B,E,7,H,B,20,1,A,M,Y,68,13,N,14,A,1,25,1,17,5,Y,Y,C,1,3
56472,5,4,9,6,N,A,N,B,B,D,12,B,B,15,2,A,B,N,48,7,N,13,A,1,34,1,12,1,Y,N,E,1,5
56473,1,17,11,2,N,H,N,B,B,E,12,H,D,10,1,A,K,N,19,7,Y,4,B,1,37,1,9,1,N,N,A,1,1
56475,8,16,7,5,N,K,N,B,B,E,8,H,B,15,3,A,Q,N,32,13,Y,14,A,2,40,1,7,6,Y,N,E,2,1
56477,2,9,19,2,B,B,Y,B,B,D,8,B,B,5,1,A,D,N,63,10,N,5,A,2,40,1,7,7,Y,N,E,2,3
56478,1,7,3,2,B,A,N,B,B,D,3,B,B,20,1,A,B,N,45,9,N,5,B,1,40,1,16,6,Y,N,D,1,1
56479,1,8,12,5,N,C,Y,B,B,D,8,B,B,5,1,A,I,N,45,10,Y,6,A,2,31,1,17,1,Y,N,E,4,2
56482,7,4,12,4,N,K,Y,B,B,E,3,H,B,10,1,A,R,Y,67,7,Y,4,A,2,40,1,16,3,Y,Y,E,2,3
56483,7,12,20,1,S,C,N,B,B,D,3,B,B,20,1,A,A,Y,46,16,Y,3,C,1,40,1,8,3,Y,N,E,1,1
56491,4,17,3,2,B,B,N,B,B,B,12,B,B,20,2,A,I,N,44,10,N,3,B,2,40,1,5,7,Y,N,E,2,1
56492,1,6,19,1,N,B,N,B,B,D,3,B,B,15,2,A,D,N,27,9,N,15,A,1,31,1,21,2,N,N,B,1,6
56493,1,9,23,2,N,B,Y,B,B,D,12,B,B,10,1,A,I,N,93,15,N,9,B,2,22,1,3,6,N,N,A,2,1
56494,4,9,5,3,G,H,Y,B,B,D,8,B,B,15,1,A,B,N,69,18,Y,15,A,2,37,1,8,7,Y,N,C,2,3
56495,1,5,17,3,N,K,Y,B,B,E,2,H,B,10,3,A,K,N,47,7,N,9,A,1,37,1,11,7,Y,N,C,1,12
56496,4,6,18,2,B,K,Y,B,B,E,8,J,B,20,3,A,R,Y,63,7,N,9,C,2,40,1,22,4,Y,Y,E,2,1
56497,7,7,12,6,N,A,Y,B,B,D,7,B,B,20,1,A,D,Y,100,8,N,16,A,2,22,1,13,5,Y,Y,E,2,2
56500,1,9,18,5,N,H,N,B,B,E,8,H,B,5,1,A,K,N,69,12,Y,14,D,1,34,1,1,3,Y,N,E,1,2
56501,4,12,14,3,N,K,Y,B,B,E,7,H,B,10,1,A,R,N,56,9,N,6,C,2,37,1,7,4,Y,N,E,2,1
56503,1,9,9,2,N,C,N,B,B,D,8,B,B,15,1,A,B,N,92,11,N,13,A,4,31,1,15,4,Y,N,E,4,7
56507,2,7,15,2,B,A,Y,B,B,D,3,B,B,10,1,A,H,Y,83,10,N,14,C,2,28,1,15,6,Y,Y,E,2,1
56509,4,12,21,2,E,K,Y,B,B,F,7,H,B,15,1,D,R,N,94,10,Y,14,A,1,25,1,1,4,N,N,A,1,4
56510,9,4,14,2,H,K,Y,B,D,E,8,J,B,20,3,A,K,N,82,13,N,11,A,2,28,1,1,4,Y,N,E,2,10
56513,8,7,9,6,S,I,Y,B,B,E,2,H,B,20,2,A,M,N,44,10,N,12,A,2,31,1,10,6,Y,N,C,2,7
56514,1,5,18,6,C,A,N,B,C,D,8,B,B,15,3,A,B,N,68,8,Y,8,A,2,40,1,11,3,N,N,A,4,4
56519,4,2,7,4,C,H,Y,B,B,E,2,H,B,20,2,N,K,N,46,12,Y,11,B,3,31,1,17,1,N,N,A,3,1
56520,2,6,4,1,B,I,Y,B,B,F,12,I,B,15,3,A,R,N,82,8,Y,13,A,2,40,1,1,4,Y,N,E,2,4
56522,5,6,21,1,B,A,N,B,B,D,7,B,B,15,3,A,D,N,62,13,N,5,A,2,34,1,6,7,Y,N,C,2,2
56523,11,19,19,5,B,K,N,B,B,E,2,H,B,10,1,A,K,N,35,19,N,8,C,2,37,1,17,4,Y,N,E,4,1
56524,18,5,22,4,E,K,Y,B,B,E,8,H,B,15,0,A,R,N,96,11,N,15,A,1,40,1,7,3,Y,N,C,1,3
56525,4,7,13,1,B,A,Y,B,B,D,8,B,B,10,1,A,B,N,38,8,N,14,A,2,40,1,1,5,N,N,A,3,10
56526,1,1,7,1,C,A,N,B,B,C,3,F,B,20,3,N,C,N,19,20,N,17,A,1,40,1,20,3,N,N,C,1,4
56527,1,14,12,1,N,A,N,A,B,D,8,B,B,20,1,A,I,N,66,8,N,11,A,2,34,1,12,7,N,N,A,4,2
56529,5,6,19,3,B,J,N,B,B,E,3,J,B,10,1,A,N,Y,88,7,N,14,A,2,37,1,22,7,Y,Y,D,2,3
56532,1,18,13,5,N,C,N,B,B,D,2,B,B,10,1,A,I,Y,36,14,N,10,B,2,40,1,1,3,Y,Y,E,2,1
56535,1,4,6,4,B,I,N,B,B,E,3,J,B,15,3,A,R,N,98,9,N,21,A,1,31,1,11,6,Y,N,D,1,4
56536,1,8,16,3,W,A,N,B,B,D,7,B,B,10,1,A,B,N,53,12,N,5,A,1,37,1,18,1,Y,N,D,4,2
56537,3,15,18,6,N,H,N,B,B,D,12,B,B,10,1,S,A,Y,81,16,N,22,A,2,37,1,1,3,Y,Y,E,3,4
56540,1,15,5,4,N,K,Y,D,B,E,3,I,B,10,1,A,J,N,56,10,N,5,A,2,31,1,21,4,N,N,A,2,3
56542,1,14,15,6,B,H,Y,B,B,D,3,A,B,15,1,A,I,N,84,10,N,11,A,2,28,1,18,4,Y,N,E,4,6
56544,4,16,8,1,B,C,Y,B,B,D,2,B,B,20,1,A,I,N,48,10,N,4,A,2,40,1,16,6,Y,N,E,3,2
56550,1,19,6,3,N,C,N,B,B,D,7,B,B,10,3,A,D,N,7,25,N,11,A,3,22,1,14,5,Y,N,E,5,6
56552,13,6,12,2,N,K,Y,B,B,E,12,J,B,15,3,A,R,N,81,11,N,15,A,4,40,1,21,2,Y,N,E,7,12
56553,1,2,2,1,C,K,Y,B,B,E,3,H,B,20,3,N,R,N,34,11,N,5,A,2,40,1,18,7,N,N,A,2,1
56556,3,15,18,1,N,C,N,B,B,D,8,B,B,20,1,A,I,Y,80,14,Y,17,C,1,40,1,1,3,Y,Y,E,1,1
56559,7,16,22,1,N,B,N,B,B,D,3,L,B,10,1,A,I,N,64,13,N,2,A,2,34,1,1,2,Y,N,E,2,1
56563,13,4,19,7,B,I,Y,B,B,E,8,J,B,10,1,A,J,N,35,9,Y,18,A,1,22,1,5,7,Y,N,E,1,6
56564,2,2,15,4,N,A,Y,B,B,D,7,B,B,10,1,N,B,N,50,10,Y,12,C,2,25,1,23,6,Y,N,E,1,1
56565,5,15,23,2,N,H,Y,B,B,E,12,H,B,15,3,A,R,N,25,13,Y,12,B,2,40,1,2,3,Y,N,D,4,1
56566,1,9,8,6,N,K,N,B,B,E,3,J,B,10,1,A,R,N,23,14,Y,12,A,3,31,1,6,4,N,N,A,4,5
56567,4,8,13,4,N,H,Y,B,B,B,3,B,B,10,1,A,B,N,92,18,N,11,A,2,34,1,16,3,Y,N,E,3,9
56569,10,18,17,4,W,C,Y,B,C,D,7,B,B,10,1,A,I,N,55,9,N,3,A,2,31,1,18,6,Y,N,D,2,2
56571,1,8,8,1,N,H,N,B,B,D,7,B,B,15,1,A,A,N,30,12,N,6,C,2,40,1,25,7,Y,N,E,2,1
56572,7,8,23,1,N,K,N,B,B,E,8,J,B,20,1,A,P,N,68,15,N,6,A,1,28,1,21,4,Y,N,E,1,1
56573,1,6,18,1,B,A,N,B,B,D,3,B,B,20,3,A,B,N,51,10,N,4,A,2,40,1,21,4,Y,N,E,2,2
56575,1,19,20,2,B,C,Y,B,B,D,2,L,B,20,3,H,E,Y,41,22,N,20,A,3,31,1,1,4,Y,Y,C,3,6
56581,11,4,24,1,N,K,N,B,B,F,8,H,C,15,1,C,J,N,100,6,N,17,A,2,40,1,5,6,Y,N,E,2,1
56582,2,9,3,2,N,C,N,B,C,D,3,F,A,15,1,A,B,N,56,12,N,5,A,2,37,1,10,3,Y,N,E,3,3
56584,1,19,5,4,B,I,N,B,B,E,3,H,B,20,1,A,K,N,11,13,N,4,A,2,34,1,17,1,N,N,A,2,2
56586,1,15,2,1,N,K,N,B,B,E,8,J,B,20,1,A,L,Y,32,17,N,9,A,2,28,1,4,5,Y,Y,E,2,2
56587,1,14,19,4,N,C,N,B,B,D,3,A,B,5,1,A,G,N,64,14,N,5,B,2,40,1,4,6,N,N,A,2,1
56589,4,7,9,4,B,A,Y,B,B,D,3,B,B,10,3,A,B,N,19,9,N,3,B,1,22,1,4,5,Y,N,E,1,1
56592,1,10,20,2,W,H,N,B,B,E,8,J,B,10,3,A,N,N,8,12,N,8,B,2,37,1,4,1,Y,N,C,2,1
56593,4,8,8,2,N,K,N,B,B,E,3,I,B,20,1,A,R,N,51,13,N,8,A,3,31,1,14,6,N,N,A,3,4
56594,1,19,2,1,N,H,N,B,B,B,8,A,B,20,3,A,E,N,5,24,N,5,B,2,37,1,5,3,N,N,C,2,1
56596,7,15,4,3,N,K,Y,B,D,E,8,H,B,15,1,A,K,Y,91,26,N,13,A,1,31,1,17,4,Y,Y,E,1,2
56599,12,16,9,5,N,C,N,B,B,D,8,B,B,15,1,A,D,N,80,13,N,7,B,2,40,1,12,4,N,N,A,2,1
56600,6,8,8,5,N,H,N,B,B,D,3,L,B,15,1,A,I,N,86,13,Y,14,A,2,37,1,21,6,Y,N,E,2,5
56602,8,12,7,2,N,C,Y,B,B,D,7,L,B,10,3,A,I,Y,98,33,Y,22,A,4,31,2,12,6,Y,Y,E,4,10
56605,5,11,22,1,N,C,Y,B,B,D,12,L,B,15,3,A,E,N,1,18,Y,15,A,1,31,1,16,7,N,N,A,1,8
56606,4,8,2,2,G,K,Y,B,C,E,2,J,B,15,1,A,K,N,81,16,N,13,A,2,28,1,20,5,Y,N,E,2,2
56608,12,17,2,2,N,K,N,B,B,E,8,H,D,20,1,C,R,N,52,7,N,8,A,2,31,1,16,4,N,N,A,3,2
56610,1,14,18,2,N,K,Y,B,B,E,3,J,B,15,1,A,R,Y,93,14,Y,15,A,4,22,2,15,6,Y,Y,E,7,9
56611,1,5,7,5,C,A,Y,B,B,D,8,B,B,15,3,N,B,Y,47,14,Y,11,A,2,34,1,7,4,Y,Y,E,2,3
56612,1,8,19,2,W,H,N,B,B,E,8,J,B,20,1,A,K,N,45,14,N,3,B,2,31,1,17,3,N,N,A,2,1
56613,1,19,18,3,N,K,Y,B,B,E,3,H,B,10,1,A,R,N,54,12,Y,13,A,4,31,1,18,5,N,N,A,4,10
56616,2,18,6,4,N,H,N,B,B,E,3,H,B,15,1,A,N,N,75,13,N,3,B,2,37,1,4,6,N,N,A,2,1
56617,1,15,18,5,N,H,N,B,B,D,8,B,B,10,1,A,A,N,57,18,N,7,A,1,34,1,16,7,N,N,A,1,3
56618,1,13,4,3,N,H,N,B,B,E,8,J,B,15,3,A,R,N,32,9,Y,6,B,2,22,1,8,2,Y,N,E,2,1
56621,2,4,8,6,N,K,N,B,B,E,3,H,B,15,1,A,R,N,61,7,Y,18,A,2,34,1,1,7,Y,N,C,2,3
56623,5,17,17,3,B,B,Y,B,B,B,12,B,B,15,1,A,I,N,70,11,N,15,A,2,37,1,6,7,Y,N,C,2,8
56624,4,18,1,1,N,A,N,B,B,B,3,B,D,20,3,A,B,N,53,7,N,4,B,2,40,1,2,1,N,N,A,2,1
56630,4,17,19,5,B,I,N,B,B,E,8,H,B,15,1,A,L,N,95,10,N,14,A,2,28,1,20,7,Y,N,E,2,4
56632,2,14,5,1,N,C,N,B,B,B,2,B,B,20,3,A,I,N,67,13,N,12,B,1,37,1,14,3,N,N,A,1,1
56634,6,11,2,1,N,K,N,B,B,E,3,H,B,15,3,A,L,N,50,11,Y,11,A,2,25,1,18,3,Y,N,E,2,4
56635,11,11,9,1,N,C,N,B,B,D,3,B,B,20,1,C,I,N,36,15,N,12,A,2,22,1,15,7,Y,N,E,2,10
56639,1,13,19,4,B,A,Y,B,B,D,12,L,B,10,1,D,I,N,52,11,N,5,B,2,22,1,16,4,Y,N,E,2,1
56640,7,13,7,5,W,I,N,B,B,E,3,I,C,20,1,A,K,Y,60,5,N,7,A,2,31,1,3,6,Y,Y,E,2,1
56641,4,2,19,4,C,H,Y,B,B,E,8,H,B,15,2,A,R,N,50,15,N,6,B,2,34,1,23,7,Y,N,E,2,4
56642,1,16,1,1,N,H,Y,B,B,E,8,H,B,5,1,A,K,N,61,9,N,4,B,2,40,1,2,7,Y,N,E,2,1
56643,8,13,7,5,N,C,Y,B,B,D,3,L,B,20,1,A,I,Y,16,13,N,7,B,5,37,1,7,4,N,Y,E,7,1
56644,1,12,13,4,N,K,Y,B,B,E,7,J,B,15,4,A,K,N,47,11,Y,16,A,1,31,1,4,7,Y,N,D,1,4
56646,1,9,19,4,S,I,N,B,B,E,3,J,B,10,1,A,K,N,16,13,Y,8,A,2,31,1,14,3,N,N,A,4,4
56649,4,14,18,4,N,A,N,B,B,D,2,B,B,15,1,A,A,N,70,13,Y,5,B,1,40,1,17,5,N,N,A,4,1
56652,1,5,16,1,B,I,N,B,B,E,7,H,B,20,3,A,K,N,37,6,N,14,A,2,40,1,14,5,Y,N,E,2,1
56653,1,15,21,1,N,H,Y,B,B,E,12,J,B,20,1,A,R,N,9,13,N,5,B,1,40,1,17,6,N,N,A,1,1
56654,12,19,22,4,W,H,N,B,B,D,8,B,B,20,1,A,I,N,53,10,N,6,B,2,34,1,2,6,Y,N,D,5,1
56655,1,13,10,4,N,H,Y,B,B,D,7,B,B,15,1,A,I,N,89,20,N,10,B,1,40,1,17,6,Y,N,E,1,1
56657,1,18,1,1,N,A,Y,B,B,D,12,B,B,10,3,A,I,N,49,7,Y,6,B,4,40,1,5,2,N,N,E,1,1
56658,1,13,10,2,N,C,Y,B,B,D,3,L,B,10,1,A,I,Y,73,18,Y,3,B,1,40,1,6,3,N,Y,A,1,1
56662,4,19,24,2,N,K,N,B,B,E,2,H,B,15,2,A,N,N,40,18,N,14,A,2,40,1,18,3,Y,N,E,4,5
56663,2,6,22,4,N,K,N,B,B,E,7,J,B,10,1,A,R,Y,79,11,N,20,A,4,22,1,3,6,Y,Y,E,4,5
56665,7,8,20,3,W,I,Y,B,B,E,12,H,B,10,3,A,R,N,90,11,N,11,A,2,40,1,25,4,Y,N,C,2,1
56668,10,5,10,5,C,K,N,B,D,E,3,H,B,10,1,A,R,N,65,8,Y,16,A,2,28,1,19,4,Y,N,E,2,5
56669,8,11,19,5,N,K,Y,B,B,E,12,H,C,10,1,A,R,N,37,12,N,11,A,3,31,1,16,4,Y,N,E,3,7
56670,2,11,13,8,N,C,N,B,C,D,3,L,B,15,1,A,A,N,53,17,N,8,A,2,40,1,18,4,Y,N,E,2,8
56671,1,6,13,1,B,A,Y,B,B,D,12,B,B,20,3,A,I,Y,79,8,N,12,A,2,34,2,25,7,Y,Y,E,2,2
56676,1,2,19,8,S,A,Y,B,B,D,7,A,B,15,1,A,I,N,57,16,Y,10,D,2,25,1,24,2,Y,N,E,4,2
56680,1,16,11,1,N,A,N,B,B,D,3,B,B,5,1,A,I,N,23,7,N,9,A,2,28,1,7,5,Y,N,E,2,3
56683,5,16,14,4,N,K,Y,B,B,E,7,H,B,10,1,A,R,N,73,6,Y,11,A,2,37,1,11,3,N,N,A,3,6
56685,1,3,15,2,N,H,Y,B,B,E,12,H,B,15,1,A,N,Y,97,11,Y,13,B,2,34,1,16,5,Y,Y,E,2,1
56686,1,17,21,1,N,K,N,B,B,E,8,J,B,15,1,A,K,Y,94,11,N,21,A,2,34,1,14,4,Y,Y,E,2,9
56690,4,6,17,2,N,K,N,B,B,E,7,H,B,15,1,A,J,N,29,8,N,10,A,3,31,1,23,6,Y,N,D,4,3
56691,1,5,2,1,B,A,Y,B,B,D,3,B,B,20,1,A,B,Y,43,6,N,6,A,2,31,1,17,4,Y,Y,C,3,2
56693,7,9,19,4,W,C,N,B,D,D,3,B,B,20,1,A,B,N,49,12,N,8,A,2,40,1,21,4,Y,N,E,2,5
56696,14,9,8,5,N,C,N,B,B,D,8,L,B,20,3,A,B,N,32,17,N,12,D,1,25,1,1,7,Y,N,C,1,9
56697,7,9,4,3,N,C,Y,B,B,D,12,B,B,15,3,A,B,N,57,13,N,14,A,1,31,1,8,7,Y,N,D,1,3
56698,3,7,6,4,B,K,N,B,B,E,3,J,B,20,3,A,R,N,50,8,N,5,A,2,25,1,12,1,N,N,A,2,2
56699,1,13,3,2,B,H,Y,B,B,E,8,J,B,10,1,A,J,N,75,7,N,15,B,1,40,1,17,1,N,N,A,3,1
56702,10,14,3,2,E,H,N,B,B,D,3,A,B,20,2,D,I,N,64,14,N,1,B,1,40,1,4,2,N,N,D,1,1
56703,1,3,4,3,N,K,Y,B,B,F,7,K,B,10,1,A,N,Y,76,8,Y,12,C,2,34,1,5,5,Y,Y,E,2,1
56704,8,5,16,3,E,A,N,B,B,D,12,E,B,15,1,D,G,N,53,8,N,6,A,2,37,1,17,7,Y,N,D,2,2
56705,2,8,12,1,N,H,N,B,B,D,8,L,B,10,1,A,D,N,49,24,Y,3,A,2,40,1,17,4,Y,N,D,2,1
56707,11,10,16,1,N,C,N,B,C,D,7,A,C,10,1,A,I,Y,69,15,N,8,C,2,40,1,18,3,Y,Y,E,2,1
56708,2,7,13,4,B,A,Y,B,B,D,3,B,B,20,3,A,B,N,43,7,N,8,A,2,22,1,16,5,N,N,A,4,3
56710,7,9,2,1,B,H,N,B,B,F,3,H,B,15,3,A,R,N,41,18,N,10,D,1,34,1,12,7,Y,N,D,1,2
56711,3,19,17,2,B,I,Y,B,B,E,3,H,B,20,1,A,N,N,39,10,Y,3,A,2,37,1,17,7,N,N,A,4,2
56714,1,10,7,4,N,C,N,B,B,D,8,L,B,10,1,A,I,Y,92,15,Y,6,A,2,40,1,20,6,Y,Y,C,2,4
56715,1,19,7,5,N,K,N,B,B,F,7,H,B,20,1,A,K,Y,77,11,N,16,A,2,40,1,21,5,Y,Y,E,2,1
56716,1,3,5,4,B,C,Y,B,D,D,3,B,B,10,1,A,C,N,76,12,N,16,A,2,31,1,13,5,N,N,A,2,3
56718,4,17,13,1,N,B,N,B,B,D,3,B,B,15,3,A,B,N,71,7,N,17,A,2,40,1,25,3,Y,N,E,2,5
56720,4,3,17,1,N,K,N,B,B,E,2,H,B,15,1,A,R,Y,84,13,N,12,A,2,22,1,17,4,Y,Y,E,2,1
56722,8,11,18,5,N,H,Y,B,B,E,8,H,B,5,1,A,K,N,30,15,Y,10,B,1,31,2,1,4,N,N,E,1,1
56723,1,4,16,4,B,H,N,B,B,E,3,J,B,10,1,A,K,N,69,10,N,9,B,2,37,1,17,1,Y,N,C,2,1
56724,1,12,21,1,B,C,Y,B,B,D,12,L,B,15,1,D,A,N,57,15,Y,12,A,2,37,1,22,3,Y,N,E,2,9
56728,8,14,14,4,N,H,N,B,B,E,3,K,C,15,3,A,R,N,25,9,Y,6,B,2,37,1,18,6,Y,N,E,5,1
56729,1,10,22,2,W,C,Y,B,B,D,12,L,D,20,1,A,I,Y,84,26,N,22,A,3,37,2,23,4,Y,Y,E,3,11
56730,1,11,18,6,N,K,N,B,B,E,7,H,B,10,1,A,R,Y,91,13,Y,10,C,1,40,1,7,5,Y,Y,E,1,1
56732,1,9,8,3,N,K,N,B,B,E,7,J,B,5,1,A,R,N,61,11,N,9,C,2,31,1,11,1,Y,N,E,2,1
56733,1,8,15,4,N,A,Y,B,C,D,3,B,B,10,1,A,B,N,44,9,Y,4,B,1,28,1,14,6,Y,N,E,1,1
56734,4,6,17,1,C,A,N,B,B,D,12,B,B,20,1,A,B,N,45,12,N,22,A,1,37,1,18,3,N,N,A,1,12
56742,1,8,11,4,N,K,N,B,B,E,3,H,B,20,1,A,K,N,52,13,N,14,A,1,37,1,20,4,Y,N,D,1,9
56743,2,7,5,3,N,K,N,B,B,E,8,H,B,15,1,A,M,N,90,10,Y,18,A,2,40,1,1,4,Y,N,E,4,4
56745,4,19,6,3,N,C,Y,B,B,D,12,A,B,15,2,A,E,N,17,20,N,6,A,2,25,1,12,6,N,N,A,4,1
56746,1,12,13,2,N,C,Y,B,B,D,12,B,B,10,1,A,I,Y,93,12,Y,12,A,1,37,1,10,3,Y,Y,C,1,6
56747,1,6,9,2,W,I,N,D,B,E,8,J,B,10,3,C,K,N,54,10,N,11,A,2,31,1,21,3,Y,N,E,3,6
56750,1,17,7,1,B,B,N,B,B,D,8,B,B,20,3,A,I,N,13,8,Y,4,A,2,40,1,22,1,N,N,E,5,1
56751,12,5,14,7,B,K,N,B,B,E,8,H,B,20,1,A,K,Y,83,8,N,18,C,2,34,1,11,1,Y,Y,D,2,4
56753,1,5,4,3,B,A,Y,B,B,D,3,B,B,20,3,A,B,N,34,8,N,5,A,1,34,1,17,4,Y,N,C,3,2
56754,16,9,8,6,N,C,N,B,B,D,12,B,B,20,1,A,B,N,45,13,N,11,A,1,25,1,13,7,Y,N,E,1,3
56756,1,7,17,2,B,I,N,B,B,F,3,M,B,20,1,A,N,Y,45,8,N,11,A,2,25,1,17,6,Y,Y,C,2,6
56757,1,6,3,1,B,H,N,B,B,E,8,J,B,10,3,A,N,N,53,9,Y,3,B,1,34,1,17,3,Y,N,E,1,1
