id,name,artists
36184,Папа,['T-killah']
36185,Let Me Think About It,"['Ida Corr', 'Fedde Le Grand']"
36186,Steppin,"['Supa Dupa Humble', 'Mills Supreme']"
36187,Machine,['The Horrors']
36188,Будапешт,['FEDUK']
36189,Моя Спарта,['Чичерина']
36190,Мне Не Рады Тут,['Гарри Топор']
36191,Sway,"['NexXthursday', 'Lil Yachty', 'Quavo']"
36192,When I Win,['Miyagi & Эндшпиль']
36193,What's Wrong,['PVRIS']
36194,Ай-яй-яй (С днём рождения),['Анна НеИгрушки']
36195,Naps,['Joey Pecoraro']
36196,Loco Enamorado,"['Abraham Mateo', 'Farruko', 'Christian Daniel']"
36197,Lollipop (Candyman),['Aqua']
36198,Mask Off,['Future']
36199,Moonlight,['Grace VanderWaal']
36200,Антидепрессант,['GALAT']
36201,Ебашу как в последний раз,['Лорд Пневмослон']
36202,All Stars,"['Martin Solveig', 'ALMA']"
36203,Sleeping Powder,['Gorillaz']
36204,Rotting Idols,['Get The Shot']
36205,Радость,['IOWA']
36206,Одно и то же,['IOWA']
36207,Простая песня,['IOWA']
36208,Глава I - Чернокнижник,['Сказки Чёрного Города']
36209,Глава II - Ведьма,['Сказки Чёрного Города']
36210,Глава IV - Три золотых фигуры,['Сказки Чёрного Города']
36211,Глава VII - Дотянуться до звёзд,['Сказки Чёрного Города']
36212,Глава IX - Лесной страж,['Сказки Чёрного Города']
36213,Глава XI - Часовщик,['Сказки Чёрного Города']
36214,Фары-туманы,['HammAli & Navai']
36215,Тиктоник,"['ЛСП', 'Паша Техник', 'Low Pulse']"
36216,A Maneira,"['John Rous', 'V-Sag', 'Dino MFU']"
36217,Demons,"['WE ARE FURY', 'Micah Martin']"
36218,Mi Gente,"['J. Balvin', 'Willy William']"
36219,Psycho Pass,['Xavier Wulf']
36220,Stones,['Emmit Fenn']
36221,Instruction,"['Jax Jones', 'Demi Lovato', 'Stefflon Don']"
36222,The Man,['The Killers']
36223,Проснись и пой,['Лариса Мондрус']
36224,Я тебя подожду,['Майя Кристалинская']
36225,Нежность,['Майя Кристалинская']
36226,Creature Comfort,['Arcade Fire']
36227,Ты только для меня,['Эдик Салоникский']
36228,Посланница небес,['Эдик Салоникский']
36229,Бессовестно красива,['Эдик Салоникский']
36230,Ты мне снишься. Я тебе тоже,['Эдик Салоникский']
36231,Подруга моя,['Эдик Салоникский']
36232,Бокал любви,['Эдик Салоникский']
36233,"Вера, надежда, любовь",['Эдик Салоникский']
36234,Уже не больно,['Эдик Салоникский']
36235,Ne m'en veux pas,['Léa Paci']
36236,Stumble,"['Kraak & Smaak', 'Parcels']"
36237,Bodak Yellow,['Cardi B']
36238,Glorious,"['Macklemore', 'Skylar Grey']"
36239,Infinity,['Jaymes Young']
36240,In My Head,['Peter Manos']
36241,Лучший город Земли,['Муслим Магомаев']
36242,Королева красоты,['Муслим Магомаев']
36243,Отключи,"['EMIN', 'Александр Маршал']"
36244,Karma Police,['Radiohead']
36245,No Surprises,['Radiohead']
36246,Man of War,['Radiohead']
36247,The Way You Used To Do,['Queens of the Stone Age']
36248,All I Can Think About Is You,['Coldplay']
36249,Far Across The Land,"['Eurielle', 'Ryan Louder', 'Eurille']"
36250,Limitless,['Rusty K']
36251,Trouble Is My Middle Name,['Bobby Vinton']
36252,Four Cypresses,['Grizzly Bear']
36253,Doowit,['Pharrell Williams']
36254,We Did It,['Area21']
36255,Feels,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']"
36256,Скрепы,['Каста']
36257,Maps,['Freya Ridings']
36258,Pronto,"['PHARAOH', 'TECHNOFIGHT', 'сборник']"
36259,Увлечение,['Анна Седокова']
36260,Human,"['RoelBeat', 'Pruchkovsky', 'Casey']"
36261,Lirika,"['Filatov', 'Karas', 'Rada']"
36262,Come Meh Way,['Sudan Archives']
36263,Contando Minutos,"['Daniel Santacruz', 'Dani J']"
36264,Wild Thoughts,"['DJ Khaled', 'Rihanna', 'Bryson Tiller']"
36265,Brother Louie,['Modern Talking']
36266,You're My Heart You're My Soul,['Modern Talking']
36267,Modern Talking Pop Titan Megamix 2k17,['Modern Talking']
36268,İmkansız Aşk,"['Feride Hilal Akın', 'Onur Baytan', 'Halil İbrahim Kurum']"
36269,Play with Fire,"['Sam Tinnesz', 'Yacht Money']"
36270,Cursed,"['Alex', 'Tokyo Rose', 'WVLFPAKT', 'Mecha Maiko', 'THE AKUMA']"
36271,Champion,['Fall Out Boy']
36272,"Unravel (From ""Tokyo Ghoul"")",['Mattxaj']
36273,"Clattanoia (From ""Overlord"")",['Mattxaj']
36274,Insane in the Brain,['Cypress Hill']
36275,Алая песня,['Синекдоха Монток']
36276,Hallow Fate,['Gin Wigmore']
36277,Cartier,"['Dopebwoy', 'Chivv', '3robi']"
36278,DuckTales,['Felicia Barton']
36279,Someone To You,['BANNERS']
36280,Killamonjaro,['KILLY']
36281,All I Think About Is You,['Ansel Elgort']
36282,Flying High,['Nightcore']
36283,Малыш,['Мумий Тролль']
36284,Рваные джинсы,['Элджей']
36285,Колыбельная медведицы,['Аида Ведищева']
36286,ZEF,['Элджей']
36287,Ecstasy,['Элджей']
36288,Ультрафиолетовая лампа,['Элджей']
36289,Mamá,['Элджей']
36290,Топ топ,['Элджей']
36291,Рваные джинсы,['Элджей']
36292,FckuDJ,['Элджей']
36293,Tic-tac,['Элджей']
36294,On a Ned-To-Know Basis,['Michael Giacchino']
36295,No Vault of His Own,['Michael Giacchino']
36296,MC Thunder,['Eskimo Callboy']
36297,Место для шага вперёд,['Карелия']
36298,Будь пожалуйста послабее,['Алексей Воробьёв']
36299,Hajime,['Miyagi & Эндшпиль']
36300,Бейба судьба,['Miyagi & Эндшпиль']
36301,Soundbwoy,"[""L'Entourloop"", 'The Architect', 'Troy Berkley']"
36302,Le tour de force,"[""L'Entourloop"", 'Skarra Mucci', 'Troy Berkley', 'Blackout JA', 'Ruffian Rugged']"
36303,Последняя свеча,['Вадим Казаченко']
36304,Белая метелица,['Вадим Казаченко']
36305,"Прощай навеки, последняя любовь",['Вадим Казаченко']
36306,Рай там где ты,['T1One']
36307,Le Bleury,['Anomalie']
36308,Hoes Come Easy,['RJmrLA']
36309,ТвоиГлазаТуманы,"['LOBODA', 'MAX BARSKIH']"
36310,My Lips Your Kiss,['Blackjack Billy']
36311,Песня о нейтральной полосе,['Владимир Высоцкий']
36312,Баллада о бане,['Владимир Высоцкий']
36313,Дорожная история,['Владимир Высоцкий']
36314,Научи меня жить,['СВ']
36315,Пегги Поршень,['Аквариум']
36316,Умшакалака,"['Miyagi & Эндшпиль', 'Amigo']"
36317,Райзап,"['Miyagi & Эндшпиль', 'Amigo']"
36318,Be My Sky,"['Miyagi & Эндшпиль', 'Amigo']"
36319,Отцу отсыпь,"['Miyagi & Эндшпиль', 'Amigo']"
36320,I Got My Way,"['Miyagi & Эндшпиль', 'Amigo']"
36321,Believe Me Tonight,"['Miyagi & Эндшпиль', 'Amigo']"
36322,Заплаканная,"['Miyagi & Эндшпиль', 'Amigo']"
36323,God Damn,"['Miyagi & Эндшпиль', 'Amigo']"
36324,Знак,['Bumble Beezy']
36325,Пыль и пепел,['Annodomini']
36326,Still Remember You,['Emma Hewitt']
36327,Act I: We Both Go Down,['Dennis Lloyd']
36328,Act II: Can't Go Back,['Dennis Lloyd']
36329,Act III: The Reason,['Dennis Lloyd']
36330,Everything Would Be Fine,['Alx Beats']
36331,California Soul,"['Marlena Shaw', 'Ya Boy']"
36332,Nightcall,"['Kavinsky', 'Lovefoxxx']"
36333,Wrong Floor,['Cliff Martinez']
36334,Я хочу танцевать,['Лёша Свик']
36335,Got U (Ready or Not),['Kokab']
36336,Die with U Baby,['Yunggoth✰']
36337,Cheryl,['Yung Gravy']
36338,Byob,"['Alok', 'Sevenn']"
36339,Lovedrunk,['Sophie Francis']
36340,Word Of Life,['Jeremy Camp']
36341,God Save The Jungle,['Benjamin Clementine']
36342,Hey Road,['Russkaja']
36343,Перемен,['Виктор Цой']
36344,Пачка сигарет,['Виктор Цой']
36345,Кончится лето,['Виктор Цой']
36346,Когда твоя девушка больна,['Виктор Цой']
36347,Песня без слов,['Виктор Цой']
36348,Печаль,['Виктор Цой']
36349,Следи за собой,['Виктор Цой']
36350,Последний герой,['Виктор Цой']
36351,Кукушка,['Виктор Цой']
36352,Звезда по имени Солнце,['Виктор Цой']
36353,Стук,['Виктор Цой']
36354,Спокойная ночь,['Виктор Цой']
36355,Место для шага вперед,['Виктор Цой']
36356,Группа крови,['Виктор Цой']
36357,В наших глазах,['Виктор Цой']
36358,Восьмиклассница,['Виктор Цой']
36359,Попробуй спеть вместе со мной,['Виктор Цой']
36360,Рядом со мной,['Виктор Цой']
36361,Красно-желтые дни,['Виктор Цой']
36362,Нам с тобой,['Виктор Цой']
36363,Звезда,['Виктор Цой']
36364,Муравейник,['Виктор Цой']
36365,Сосны на морском берегу,['Виктор Цой']
36366,Невеселая песня,['Виктор Цой']
36367,Бездельник,['Виктор Цой']
36368,"Мама, мы все сошли с ума",['Виктор Цой']
36369,"Закрой за мной дверь, я ухожу",['Виктор Цой']
36370,Уходи,['Виктор Цой']
36371,Ночь,['Виктор Цой']
36372,Музыка волн,['Виктор Цой']
36373,Мы хотим танцевать,['Виктор Цой']
36374,Война,['Виктор Цой']
36375,Солнечные дни,['Виктор Цой']
36376,Апрель,['Виктор Цой']
36377,Мои друзья,['Виктор Цой']
36378,The Mission,"['Yung Fusion', 'Dread Pitt']"
36379,Раздета,['KAN']
36380,Make Love,['Joe Stone']
36381,Хрусталь и шампанское,['Александр Буйнов']
36382,Forest,['Tony Igy']
36383,The Heat,['Tony Igy']
36384,Dreamwalker,['Tony Igy']
36385,It's Beautiful… It's Enough...,['Tony Igy']
36386,Vacation,['Dirty Heads']
36387,I Don’t Know Why,['Imagine Dragons']
36388,Rise Up,['Imagine Dragons']
36389,I’ll Make It Up To You,['Imagine Dragons']
36390,Yesterday,['Imagine Dragons']
36391,Mouth Of The River,['Imagine Dragons']
36392,Start Over,['Imagine Dragons']
36393,Dancing In The Dark,['Imagine Dragons']
36394,Facts Only,['Alex Mali']
36395,Fucked Up,['Yunggoth✰']
36396,Пусть,['Александр Буйнов']
36397,Случайная любовь,['Свидание']
36398,Hear What I Feel,['Manizha']
36399,Мистер Кредо,['Станционный смотритель']
36400,Sentiment,['Tony Igy']
36401,Open Fire,['Tony Igy']
36402,Roller Mobster,['Carpenter Brut']
36403,Obituary,['Carpenter Brut']
36404,Looking For Tracy Tzu,['Carpenter Brut']
36405,Sexkiller On The Loose,['Carpenter Brut']
36406,Hang'em All,['Carpenter Brut']
36407,Division Ruine,['Carpenter Brut']
36408,Paradise Warfare,['Carpenter Brut']
36409,"Run, Sally, Run!",['Carpenter Brut']
36410,Turbo Killer,['Carpenter Brut']
36411,Anarchy Road,['Carpenter Brut']
36412,Invasion A.D,['Carpenter Brut']
36413,Escape From Midwich Valley,['Carpenter Brut']
36414,347 Midnight Demons,['Carpenter Brut']
36415,Le perv,['Carpenter Brut']
36416,My Oh My,['Aqua']
36417,Молодка,['Вася Пряников']
36418,In My Time of Dying,"['Jimmy Page', 'The Black Crowes']"
36419,Если Бы Не Ты,['Nuteki']
36420,Loving Hearts,['Alexander Volosnikov']
36421,Next,"['Lil Pump', 'Rich The Kid']"
36422,Неделимыми,['Bahh Tee']
36423,Никотин,['Bahh Tee']
36424,Alive,['Russkaja']
36425,Impossible,['Exit Eden']
36426,Still in Love,['Russkaja']
36427,Hello Japan,['Russkaja']
36428,Volle Kraft Voraus,['Russkaja']
36429,Mare Mare,['Russkaja']
36430,Cheburaschka,['Russkaja']
36431,La Musica,['Russkaja']
36432,Chef De Cuisine,['Russkaja']
36433,Frozen,['Exit Eden']
36434,Total Eclipse of the Heart,['Exit Eden']
36435,Paparazzi,['Exit Eden']
36436,Despacito,['Extra Latino']
36437,Остаться с тобой,"['Filatov & Karas', 'Виктор Цой']"
36438,Simple Song,['Passenger']
36439,Don’t Delete The Kisses,['Wolf Alice']
36440,Planet Hunter,['Wolf Alice']
36441,Sky Musings,['Wolf Alice']
36442,Sadboy,['Wolf Alice']
36443,Brave,['Zayde Wølf']
36444,Galaxy of a Hundred Dreams,['Guido Negraszus']
36445,Blue Horizon,['Guido Negraszus']
36446,We'll Be Free,['Guido Negraszus']
36447,"J.S. Bach: French Suite No.1 in D Minor, BWV 812 - 1. Allemande","['Владимир Ашкенази', 'Johann  Sebastian  Bach']"
36448,"J.S. Bach: French Suite No.3 in B Minor, BWV 814 - 2. Courante","['Владимир Ашкенази', 'Johann  Sebastian  Bach']"
36449,Circuits,['Klangkarussell']
36450,Such A Boy,['Astrid S']
36451,watch,['Billie Eilish']
36452,&Run,['Sir Sly']
36453,2am,['Sir Sly']
36454,A Change Is Gonna Come,['Her']
36455,Именно та,"['Miyagi & Эндшпиль', 'NERAK']"
36456,Mi-E Dor De Noi,"['DJ Project', 'Giulia']"
36457,I'm Crazy in Love,"['DJ Project', 'Giulia']"
36458,Play It Again,['Pigeon John']
36459,Where's My Love,"['Syml', 'Lily Kershaw']"
36460,N&N,['Mani Beats']
36461,Creep,"['Ember Island', 'Virtu']"
36462,На сердце белыми нитями,['Виктор Королёв']
36463,La Colegiala,"['Jody Bernal', 'Boy Next Door', 'Fresh Coast']"
36464,Я искал,['Лампасы']
36465,Бессмертный полк,['Лампасы']
36466,"Nerevar Rising (From ""The Elder Scrolls III: Morrowind"")","[""L'Orchestra Cinematique""]"
36467,Flame Of Love,['TAEMIN']
36468,Do It Baby,['TAEMIN']
36469,do re mi,['blackbear']
36470,chateau,['blackbear']
36471,Streets Been Talkin',['Kele']
36472,Кто первый,['ALPHAVITE']
36473,Слово пацана,['Макс Корж']
36474,Ноябрь,['Макс Корж']
36475,"Жги, сын!",['Макс Корж']
36476,Бессонница,['Макс Корж']
36477,Подними,['Макс Корж']
36478,Amsterdam,['Макс Корж']
36479,Пламенный свет,['Макс Корж']
36480,Не выдумывай,['Макс Корж']
36481,Где я,['Макс Корж']
36482,My Way,['Chase Holfelder']
36483,Rain,['The Script']
36484,Tears in Your Eyes,['Nora En Pure']
36485,Последняя дискотека,"['Монеточка', 'БЦХ']"
36486,Понаехали,['Султан-Ураган']
36487,Великий,['MOT']
36488,Зеленоглазое такси,['Михаил Боярский']
36489,"Всё, что в жизни есть у меня",['Инна Маликова & Новые Самоцветы']
36490,Синий иней,['Инна Маликова & Новые Самоцветы']
36491,Прощай,['Инна Маликова & Новые Самоцветы']
36492,M.E.D.U.Z.Z.A.,['Tony Igy']
36493,Kedi Gibi,['Tarkan']
36494,Duck Tales,['I Am Spartacus']
36495,Ghostbusters,['I Am Spartacus']
36496,Chip n Dale's Rescue Rangers,['I Am Spartacus']
36497,Бесконечный стук шагов,['Психея']
36498,Shape of You,['Piano White']
36499,Danza Kuduro,['Zona Instrumental']
36500,Daydream,['Wallace Collection']
36501,Don't Sit Down 'Cause I've Moved Your Chair,['Arctic Monkeys']
36502,This Fire,['Franz Ferdinand']
36503,Hell City,['Wildways']
36504,White Tyson,['Madchild']
36505,Signs of Life,['Arcade Fire']
36506,Ni Tú Ni Yo,"['Jennifer Lopez', 'Gente de Zona']"
36507,My Name Is Ruin,['Gary Numan']
36508,Брызги,['Земфира']
